"nomPilote";"Genre";"Espece"
"238207";"wapa";"Indet.";"Indet."
"73678";"-";"Ferdinandusa";"paraensis"
"73450";"aganiamai";"Thyrsodium";"puberulum"
"100932";"cèdre";"Trichilia";"schomburgkii"
"120491";"busi papaie";"Tapirira";"Indet."
"141055";"mesupu";"Xylopia";"nitida"
"184639";"weko";"Inga";"paraensis"
"297001";"busi cacao";"Sloanea";"brevipes"
"269135";"sipiki udu";"Hirtella";"bicornis"
"214722";"weti koko";"Carapa";"surinamensis"
"340157";"bita tiki";"Casearia";"ulmifolia"
"340058";"cèdre";"Siparuna";"decipiens"
"317582";"encens";"Pogonophora";"schomburgkiana"
"360797";"gonfolo";"Vochysia";"Indet."
"317244";"kimboto";"Pouteria";"singularis"
"339959";"lebi koko";"Chaetocarpus";"sp.1CAY-ATDN"
"316875";"malobi";"Pouteria";"guianensis"
"340193";"malobi";"Chrysophyllum";"argenteum"
"316824";"podo tiki";"Oxandra";"asbeckii"
"340148";"tatu udu";"Hirtella";"bicornis"
"361036";"weko";"Inga";"acrocephala"
"361214";"weti topi";"Myrcia";"decorticans"
"360941";"yayamadou montagne";"Virola";"surinamensis"
"461001";"-";"Coussarea";"racemosa"
"461131";"bamba apisi";"Siparuna";"decipiens"
"403574";"boliken koko";"Eugenia";"anastomosans"
"440865";"tatu udu";"Drypetes";"fanshawei"
"480413";"man tapuhupa";"Byrsonima";"laevigata"
"499365";"taapu tiki";"Casearia";"javitensis"
"576694";"-";"Mezilaurus";"sp.1CAY-ATDN"
"621749";"-";"Maytenus";"oblongata"
"553992";"malobi";"Pouteria";"sagotiana"
"621574";"meli";"Tapura";"capitulifera"
"621616";"weko";"Maytenus";"oblongata"
"805952";"-";"Inga";"fanchoniana"
"806820";"-";"Ormosia";"paraensis"
"774263";"adugue";"Laetia";"procera"
"806111";"adugue";"Xylopia";"nitida"
"774874";"bofo udu";"Macrolobium";"bifolium"
"788905";"busi kiki";"Laetia";"procera"
"824912";"busi kiki";"Annona";"prevostiae"
"806430";"busi kiki kisi";"Byrsonima";"densa"
"788103";"diaguidia";"Symphonia";"globulifera"
"825892";"diankatu";"Miconia";"tschudyoides"
"788421";"gebi udu";"Miconia";"tschudyoides"
"806305";"gonfolo";"Vochysia";"guianensis"
"774199";"inkatu";"Xylopia";"nitida"
"775000";"kankan udu";"Laetia";"procera"
"774380";"koko";"Goupia";"glabra"
"774208";"kukuniefu";"Symphonia";"globulifera"
"825542";"kwebi koko";"Goupia";"glabra"
"773757";"lakasi";"Inga";"pezizifera"
"789034";"meli";"Xylopia";"nitida"
"774888";"mesupu";"Dicorynia";"guianensis"
"788532";"mesupu";"Laetia";"procera"
"806122";"mesupu";"Goupia";"glabra"
"787808";"Moronobea";"Symphonia";"globulifera"
"806178";"pindia udu";"Indet.";"Indet."
"789027";"pinot";"Oenocarpus";"bacaba"
"824956";"pinot";"Eschweilera";"coriacea"
"773853";"podo tiki";"Swartzia";"oblanceolata"
"773861";"saint martin jaune";"Poecilanthe";"effusa"
"805885";"sipiki udu";"Ormosia";"coutinhoi"
"774302";"Symphonia";"Laetia";"procera"
"788810";"tupiki weko";"Inga";"cayennensis"
"788969";"weti pedieku";"Parinari";"campestris"
"825493";"win udu";"Antonia";"ovata"
"889871";"cèdre";"Rhodostemonodaphne";"Indet."
"907369";"man tapuhupa";"Eschweilera";"Indet."
"927302";"matawai gedu";"Tachigali";"guianensis"
"947335";"-";"Simaba";"polyphylla"
"969561";"-";"Guatteria";"schomburgkiana"
"969761";"-";"Pera";"glabrata"
"1011695";"busi kiki";"Drypetes";"variabilis"
"1011677";"busi kosu";"Thyrsodium";"guianense"
"969365";"cèdre";"Indet.";"sp.38Guyafor"
"947153";"weko";"Touroulia";"guianensis"
"947544";"weti pedieku";"Xylopia";"pulcherrima"
"989455";"weti pedieku";"Xylopia";"cayennensis"
"1055753";"-";"Chaunochiton";"kappleri"
"1077898";"-";"Casearia";"Indet."
"1078211";"balata pomme";"Micropholis";"melinoniana"
"1078624";"bita tiki";"Diospyros";"carbonaria"
"1099347";"bois saint jean";"Pourouma";"bicolor"
"1033272";"bumbi kidia";"Heisteria";"densifrons"
"1078391";"funguti koko";"Licania";"alba"
"1099692";"geli apisi";"Indet.";"sp.38Guyafor"
"1099724";"weko";"Talisia";"praealta"
"1055862";"weti pedieku";"Xylopia";"surinamensis"
"1078157";"weti pedieku";"Loreya";"arborescens"
"1263653";"Symphonia";"Eschweilera";"sagotiana"
"1364880";"busi papaie";"Pourouma";"villosa"
"1304726";"mesupu";"Miconia";"argyrophylla"
"1404262";"-";"Casearia";"decandra"
"1404548";"asao";"Parkia";"nitida"
"1447314";"baaka tiki";"Diospyros";"Indet."
"1404557";"busi papaie";"Pourouma";"mollis"
"1447047";"dodomisinga";"Tachigali";"melinonii"
"1383377";"dokali";"Macoubea";"guianensis"
"1447063";"mesupu";"Vismia";"guianensis"
"1404398";"supun udu";"Apeiba";"glabra"
"1467825";"-";"Drypetes";"fanshawei"
"1468171";"cèdre cannelle";"Miconia";"tschudyoides"
"1467796";"dodomisinga";"Simarouba";"amara"
"1529979";"maho noir";"Miconia";"tschudyoides"
"50390";"-";"Protium";"opacum"
"74073";"buguni";"Inga";"acreana"
"74001";"geli apisi";"Aniba";"citrifolia"
"73977";"tatu udu";"Protium";"decandrum"
"121075";"baaka apisi";"Miconia";"minutiflora"
"161938";"balata pomme";"Manilkara";"bidentata"
"162214";"kumanti udu";"Indet.";"Indet."
"161979";"maho noir";"Symphonia";"Indet."
"121080";"wakapu";"Miconia";"tschudyoides"
"121177";"weti banda";"Hebepetalum";"humiriifolium"
"297139";"-";"Oenocarpus";"bataua"
"269440";"busi mango";"Duguetia";"calycina"
"242194";"santi koko";"Lecythis";"persistens"
"317923";"busi kasu";"Sloanea";"laxiflora"
"361475";"cèdre";"Rhodostemonodaphne";"morii"
"382526";"chawari";"Laetia";"procera"
"382669";"gonfolo gris";"Mabea";"piriri"
"361441";"lebi koko";"Drypetes";"fanshawei"
"340738";"mesupu";"Tapirira";"obtusa"
"317695";"weko";"Inga";"brevipes"
"382422";"weko";"Byrsonima";"laevigata"
"441085";"-";"Eugenia";"anastomosans"
"421920";"baaka mesupu";"Amphirrhox";"longifolia"
"421843";"weti bakuman";"Pouteria";"melanopoda"
"576815";"tete weko";"Inga";"graciliflora"
"775193";"-";"Byrsonima";"laevigata"
"775394";"-";"Hieronyma";"oblonga"
"777863";"-";"Tabebuia";"insignis"
"778571";"-";"Henriettea";"succosa"
"784746";"-";"Inga";"lomatophylla"
"784845";"-";"Cordia";"sagotii"
"789228";"-";"Hymenolobium";"flavum"
"789257";"-";"Caraipa";"racemosa"
"812686";"-";"Albizia";"pedicellaris"
"814361";"-";"Loreya";"arborescens"
"814853";"-";"Inga";"cayennensis"
"824764";"-";"Lacmellea";"aculeata"
"826509";"-";"Hebepetalum";"humiriifolium"
"807225";"aganiamai";"Vismia";"sessilifolia"
"796272";"baaka mapa";"Ficus";"Indet."
"775100";"baaka pedieko";"Inga";"Indet."
"789420";"bita tiki";"Alchornea";"triplinervia"
"824674";"bita tiki";"Vantanea";"parviflora"
"789204";"bofo udu";"Swartzia";"guianensis"
"789318";"bofo udu";"Hebepetalum";"humiriifolium"
"807131";"bofo udu";"Cupania";"scrobiculata"
"826497";"bofo udu";"Dendrobangia";"boliviana"
"804925";"bois canon";"Ficus";"broadwayi"
"805368";"bois rouge";"Laetia";"procera"
"789490";"boliken koko";"Annona";"exsucca"
"824407";"dodomisinga";"Stryphnodendron";"sp.3CAY-ATDN"
"795719";"kaiman udu";"Jacaranda";"copaia"
"807339";"kaiman udu";"Cordia";"nervosa"
"789340";"maho coton";"Lueheopsis";"rugosa"
"805382";"matawai gedu";"Inga";"Indet."
"789182";"mesupu";"Lueheopsis";"rugosa"
"789331";"mesupu";"Palicourea";"guianensis"
"804843";"mesupu";"Mahurea";"palustris"
"813718";"mesupu";"Vantanea";"parviflora"
"805180";"pindia udu";"Xylopia";"nitida"
"775382";"pinot";"Eschweilera";"grandiflora"
"775023";"podo tiki";"Swartzia";"guianensis"
"787226";"podo tiki";"Lueheopsis";"rugosa"
"805065";"podo tiki";"Vantanea";"Indet."
"805081";"podo tiki";"Dendrobangia";"boliviana"
"824476";"podo tiki";"Vantanea";"parviflora"
"824831";"podo tiki";"Jacaranda";"copaia"
"789147";"simarouba";"Simaba";"morettii"
"773406";"tchoeur";"Zanthoxylum";"ekmanii"
"775207";"tsientsien udu";"Emmotum";"fagifolium"
"773272";"weti udu";"Xylopia";"nitida"
"826433";"weti udu";"Tachigali";"Indet."
"927712";"baaka koko";"Lacunaria";"crenata"
"927594";"diaguidia";"Tachigali";"guianensis"
"989729";"bita tiki";"Leonia";"glycycarpa"
"1012275";"kwasi tiki";"Miconia";"acuminata"
"970081";"manil";"Dendrobangia";"boliviana"
"970151";"manil";"Protium";"subserratum"
"1012377";"matawai gedu";"Tapirira";"guianensis"
"969989";"mesupu";"Tapirira";"guianensis"
"970193";"weko";"Inga";"sp.16CAY-ATDN"
"989764";"weko";"Inga";"capitata_form2"
"1033644";"-";"Alchorneopsis";"floribunda"
"1056658";"-";"Elvasia";"elvasioides"
"1078748";"aganiamai";"Miconia";"acuminata"
"1033519";"kankan udu";"Cecropia";"obtusa"
"1078740";"maho noir";"Macoubea";"guianensis"
"1056342";"mesupu";"Pourouma";"melinonii"
"1100053";"pepe boiti";"Manilkara";"bidentata"
"1079079";"wandekole";"Abarema";"mataybifolia"
"1079072";"weko";"Myrcia";"fallax"
"1187199";"maho noir";"Couratari";"Indet."
"1122441";"mesupu";"Virola";"michelii"
"1237958";"koko";"Heisteria";"Indet."
"1237922";"patawa";"Carapa";"surinamensis"
"1238034";"samaati pali udu";"Duroia";"eriopila"
"1285656";"wapa";"Vouacapoua";"americana"
"1263836";"wata tiki";"Pogonophora";"schomburgkiana"
"1214234";"win udu";"Hevea";"guianensis"
"1325726";"pindia udu";"Cecropia";"obtusa"
"1384002";"-";"Miconia";"minutiflora"
"1447967";"aluau";"Ilex";"sp.2CAY-ATDN"
"1405368";"bois serpent";"Schefflera";"decaphylla"
"1384032";"encens";"Tapirira";"obtusa"
"1447678";"weko";"Loreya";"arborescens"
"1468256";"-";"Pouteria";"coriacea"
"1511123";"boco";"Licania";"alba"
"1489088";"encens";"Toulicia";"guianensis"
"1488825";"koko";"Casearia";"Indet."
"1530423";"koko";"Xylopia";"Indet."
"1488739";"kumanti udu";"Aspidosperma";"oblongum"
"1468377";"weko";"Protium";"giganteum"
"1488967";"weko";"Heisteria";"densifrons"
"101273";"apisi";"Licaria";"chrysophylla"
"74274";"pindia udu";"Xylopia";"frutescens"
"121502";"mutsenge tsenge";"Parinari";"Indet."
"242442";"moutouchi savane";"Dialium";"guianense"
"215236";"weko";"Chaetocarpus";"schomburgkianus"
"361758";"-";"Chrysophyllum";"prieurii"
"361695";"geli apisi";"Ocotea";"percurrens"
"341165";"weti sali";"Protium";"tenuifolium"
"341142";"weti udu";"Drypetes";"fanshawei"
"403944";"bamba apisi";"Aniba";"rosaeodora"
"441279";"maho coton";"Sterculia";"multiovula"
"441323";"mamadosu";"Chrysophyllum";"cuneifolium"
"518235";"diaba udu";"Theobroma";"subincanum"
"499718";"koko";"Sloanea";"sp.P33"
"537669";"sipiki udu";"Drypetes";"variabilis"
"554204";"-";"Micropholis";"venulosa"
"554274";"-";"Vouacapoua";"americana"
"576965";"apisi";"Licaria";"cannella"
"599359";"mamadosu";"Hieronyma";"oblonga"
"621979";"weti pedieku";"Guatteria";"schomburgkiana"
"633864";"-";"Annona";"foetida"
"661088";"-";"Swartzia";"panacoco"
"676635";"-";"Guarea";"pubescens"
"676650";"-";"Cheiloclinium";"cognatum"
"682112";"-";"Pouteria";"gongrijpii"
"682196";"-";"Maytenus";"Indet."
"687363";"-";"Hirtella";"glandulosa"
"687422";"-";"Aniba";"guianensis"
"702476";"-";"Quiina";"integrifolia"
"702520";"-";"Duroia";"longiflora"
"708276";"-";"Diospyros";"carbonaria"
"724857";"-";"Prunus";"accumulans"
"692742";"aganiamai";"Oenocarpus";"bataua"
"719397";"aganiamai";"Trichilia";"schomburgkii"
"633999";"agusiton";"Iryanthera";"sagotiana"
"719463";"agusiton";"Poraqueiba";"guianensis"
"676638";"apisi";"Posoqueria";"latifolia"
"687373";"apisi";"Siparuna";"decipiens"
"702499";"apisi";"Ocotea";"cernua"
"756711";"asao";"Unonopsis";"rufescens"
"655420";"aso udu";"Ocotea";"cinerea"
"666479";"baaka apisi";"Indet.";"sp.39Guyafor"
"681933";"baaka koko";"Sacoglottis";"guianensis"
"660946";"balata pomme";"Pouteria";"singularis"
"682069";"balata pomme";"Pouteria";"gongrijpii"
"719340";"bita tiki";"Inga";"capitata"
"724681";"boliken koko";"Myrcia";"fallax"
"756664";"boliken koko";"Carapa";"surinamensis"
"644948";"bumbi kidia";"Sagotia";"racemosa"
"639314";"busi cacao";"Eschweilera";"coriacea"
"719573";"busi kasu";"Sloanea";"sp.8CAY-ATDN"
"751114";"busi kosu";"Thyrsodium";"puberulum"
"671483";"carapa";"Licania";"heteromorpha"
"697695";"cèdre";"Symphonia";"sp.1"
"649859";"diaguidia";"Tapirira";"obtusa"
"708369";"dokali";"Chrysophyllum";"sp.3CAY-ATDN"
"634052";"encens";"Talisia";"hexaphylla"
"740011";"encens";"Goupia";"glabra"
"676538";"Eperua grandiflora";"Eperua";"rubiginosa"
"719490";"gaan moni";"Trymatococcus";"oligandrus"
"687304";"gebi udu";"Ambelania";"acida"
"634049";"geli apisi";"Ocotea";"argyrophylla"
"756625";"geli koko";"Hieronyma";"oblonga"
"633993";"gonfolo rose";"Ruizterania";"albiflora"
"687271";"kaiman udu";"Fusaea";"longifolia"
"687251";"kakabuku";"Inga";"rubiginosa"
"708436";"kasaba udu";"Vitex";"guianensis"
"719515";"kasaba udu";"Vitex";"triflora"
"633897";"koko";"Sagotia";"racemosa"
"761988";"koko";"Gaulettia";"parillo"
"633956";"kukuniefu";"Cupania";"scrobiculata"
"687282";"kusisi";"Coccoloba";"mollis"
"676483";"lebi koko";"Symphonia";"sp.1"
"724854";"maho cigare";"Sterculia";"pruriens"
"702482";"maho cochon";"Pourouma";"mollis"
"731372";"maho coton";"Anacardium";"spruceanum"
"644927";"maho noir";"Caraipa";"densifolia"
"687342";"maho rouge";"Eschweilera";"simiorum"
"719344";"maho rouge";"Mouriri";"huberi"
"719417";"maho rouge";"Eschweilera";"grandiflora_form2"
"628107";"man papaie";"Pourouma";"villosa"
"634040";"man papaie";"Gustavia";"hexapetala"
"687395";"man papaie";"Pourouma";"mollis"
"731404";"man tapuhupa";"Inga";"splendens"
"761966";"man tapuhupa";"Quiina";"obovata"
"719585";"mapa";"Pouteria";"bangii"
"639271";"maripa";"Ambelania";"acida"
"714449";"meli";"Simaba";"cedron"
"644933";"muamba";"Guatteria";"guianensis"
"661085";"muamba";"Unonopsis";"rufescens"
"702421";"muamba";"Diospyros";"vestita"
"633919";"pepe angasa udu";"Trichilia";"schomburgkii"
"655389";"pulu";"Oxandra";"asbeckii"
"762118";"pulu";"Sloanea";"brevipes"
"761976";"saint martin jaune";"Aspidosperma";"desmanthum"
"702391";"samaati pali udu";"Tapirira";"guianensis"
"628205";"satiné rubané";"Oxandra";"asbeckii"
"682009";"singabasu";"Inga";"splendens"
"682160";"singabasu";"Micropholis";"guyanensis"
"692715";"sipiki udu";"Couepia";"habrantha"
"639265";"Symphonia";"Conceveiba";"guianensis"
"708285";"taapu tiki";"Prunus";"myrtifolia"
"634032";"tatu udu";"Cupania";"scrobiculata"
"719579";"tete weko";"Inga";"jenmanii"
"644864";"wan ede";"Tovomita";"sp.11CAY-ATDN"
"714445";"wan ede";"Eriotheca";"longitubulosa"
"731380";"weko";"Enterolobium";"Indet."
"731467";"weko";"Humiriastrum";"Indet."
"719451";"weti apisi";"Aniba";"guianensis"
"719498";"weti apisi";"Indet.";"sp.34CAY-ATDN"
"666592";"weti mapa";"Couma";"guianensis"
"682025";"weti udu";"Pterocarpus";"officinalis"
"687306";"weti udu";"Himatanthus";"articulatus"
"807370";"-";"Cassipourea";"guianensis"
"826640";"-";"Cassia";"spruceana"
"775682";"agusiton";"Eperua";"falcata"
"789663";"baaka mesupu";"Xylopia";"Indet."
"775597";"bofo udu";"Antonia";"ovata"
"775787";"bofo udu";"Chaetocarpus";"schomburgkianus"
"789533";"bofo udu";"Loreya";"arborescens"
"789698";"bofo udu";"Humiria";"balsamifera"
"807494";"bofo udu";"Guatteria";"schomburgkiana"
"826575";"bofo udu";"Bocoa";"prouacensis"
"826805";"busi kiki";"Apeiba";"glabra"
"826620";"copaya";"Goupia";"glabra"
"807378";"geli koko";"Guatteria";"schomburgkiana"
"789808";"wapa";"Laetia";"procera"
"775514";"win udu";"Abarema";"mataybifolia"
"869354";"kwata kaman";"Parkia";"velutina"
"1012523";"dodomisinga";"Touroulia";"guianensis"
"970405";"matawai gedu";"Simarouba";"amara"
"948150";"mesupu";"Tovomita";"sp.11CAY-ATDN"
"970459";"mesupu";"Loreya";"Indet."
"1100344";"-";"Micropholis";"melinoniana"
"1100440";"-";"Apeiba";"glabra"
"1100402";"aganiamai";"Protium";"decandrum"
"1033783";"aia tuende";"Loreya";"mespiloides"
"1033903";"apisi";"Ocotea";"glomerata"
"1100380";"podo tiki";"Apeiba";"glabra"
"1033855";"wandekole";"Alchornea";"triplinervia"
"1214312";"apisi";"Ocotea";"subterminalis"
"1263938";"baaka apisi";"Ormosia";"coutinhoi"
"1214345";"wata tiki";"Miconia";"acuminata"
"1384683";"-";"Ormosia";"bolivarensis"
"1405748";"-";"Cupania";"scrobiculata"
"1425489";"aganiamai";"Miconia";"poeppigii"
"1425549";"diaguidia";"Virola";"michelii"
"1384812";"kaiman udu";"Apeiba";"glabra"
"1384576";"topi";"Sacoglottis";"guianensis"
"1425453";"wakapu gitin";"Dicorynia";"guianensis"
"1531206";"bois rouge";"Indet.";"Indet."
"26002";"-";"Pouteria";"aubrevillei"
"50769";"muamba";"Licania";"sprucei"
"101401";"mutende kwali";"Myrcia";"fallax"
"269738";"apisi";"Aniba";"taubertiana"
"269796";"Eperua grandiflora";"Inga";"stipularis"
"341292";"tupiki weko";"Cassia";"spruceana"
"441412";"sali";"Trichilia";"schomburgkii"
"461366";"titin batibata";"Zygia";"tetragona"
"422129";"weko";"Tachigali";"richardiana"
"499930";"apisi";"Rhodostemonodaphne";"Indet."
"537680";"muamba";"Indet.";"Indet."
"577049";"dokali";"Helicostylis";"pedunculata"
"577079";"koko";"Maytenus";"Indet."
"789995";"-";"Byrsonima";"densa"
"807737";"-";"Helicostylis";"Indet."
"990073";"-";"Ampelocera";"edentula"
"989987";"apisi";"Ocotea";"puberula"
"989972";"carapa";"Simarouba";"amara"
"989997";"gonfolo rose";"Indet.";"Indet."
"1012798";"koko";"Talisia";"hexaphylla"
"989992";"yayamadou montagne";"Iryanthera";"sagotiana"
"1100618";"-";"Vouarana";"guianensis"
"1079778";"apisi";"Indet.";"sp.38Guyafor"
"1100623";"apisi";"Rhodostemonodaphne";"grandis"
"1100687";"balata franc";"Chrysophyllum";"prieurii"
"1079748";"bofo udu";"Ocotea";"subterminalis"
"1034127";"patawa";"Miconia";"tschudyoides"
"1057236";"weti topi";"Eugenia";"sp.FG21-Holst"
"1187794";"ampuku weko";"Inga";"Indet."
"1165827";"muamba";"Oxandra";"Indet."
"1264091";"lebi koko";"Cupania";"scrobiculata"
"1264011";"wata tiki";"Indet.";"Indet."
"1425818";"apisi";"Guatteria";"punctata"
"1385036";"diaguidia";"Inga";"nouragensis"
"1385016";"pindia udu";"Isertia";"coccinea"
"1385021";"weko";"Protium";"opacum"
"1511446";"pulu";"Perebea";"mollis"
"1468579";"sali";"Indet.";"Indet."
"50841";"apisi";"Aniba";"citrifolia"
"50839";"mila udu";"Tachigali";"Indet."
"215416";"-";"Posoqueria";"latifolia"
"215443";"-";"Swartzia";"guianensis"
"422225";"mila udu";"Tachigali";"richardiana"
"622267";"-";"Gustavia";"hexapetala"
"577177";"busi kusue";"Sloanea";"Indet."
"827496";"-";"Sloanea";"Indet."
"827759";"-";"Tovomita";"Indet."
"827836";"-";"Quiina";"Indet."
"827899";"-";"Garcinia";"benthamiana"
"828225";"-";"Dialium";"guianense"
"828306";"-";"Cordia";"Indet."
"828352";"-";"Symphonia";"sp.1"
"828493";"-";"Mabea";"Indet."
"828517";"-";"Inga";"sp.4"
"828563";"-";"Pouteria";"fimbriata"
"828589";"-";"Protium";"Indet."
"828638";"-";"Leonia";"glycycarpa"
"828757";"-";"Cupania";"rubiginosa"
"829128";"-";"Aspidosperma";"Indet."
"829139";"-";"Garcinia";"madruno"
"829641";"-";"Eriotheca";"longitubulosa"
"829655";"-";"Ocotea";"Indet."
"829757";"-";"Eschweilera";"wachenheimii"
"829779";"-";"Eriotheca";"Indet."
"829810";"-";"Ouratea";"Indet."
"829965";"-";"Mouriri";"crassifolia"
"830104";"-";"Sacoglottis";"guianensis"
"830322";"-";"Sterculia";"Indet."
"830336";"-";"Caraipa";"Indet."
"830371";"-";"Pouteria";"bangii"
"830392";"-";"Ecclinusa";"ramiflora"
"830441";"-";"Pourouma";"Indet."
"830448";"-";"Aniba";"Indet."
"830462";"-";"Alsodeia";"longiflora"
"830587";"-";"Doliocarpus";"sp.1"
"830678";"-";"Inga";"jenmanii"
"830971";"-";"Melicoccus";"pedicellaris"
"831099";"-";"Licania";"Indet."
"831141";"-";"Clusia";"grandiflora"
"831169";"-";"Mouriri";"angulicosta"
"831492";"-";"Pouteria";"sp.19"
"832066";"-";"Mouriri";"Indet."
"832157";"-";"Talisia";"Indet."
"832236";"-";"Faramea";"sp.3"
"832892";"-";"Xylopia";"Indet."
"833026";"-";"Trichilia";"schomburgkii"
"833131";"-";"Rinorea";"pectinosquamata"
"833187";"-";"Tachigali";"sp.1"
"833260";"-";"Inga";"nouragensis"
"833472";"-";"Batocarpus";"Indet."
"833724";"-";"Tovomita";"sp.1"
"833867";"-";"Ormosia";"Indet."
"834100";"-";"Pouteria";"Indet."
"834431";"-";"Capparidastrum";"frondosum"
"834608";"-";"Matayba";"Indet."
"834647";"-";"Andira";"Indet."
"834669";"-";"Symphonia";"Indet."
"834806";"-";"Diospyros";"Indet."
"834813";"-";"Unonopsis";"rufescens"
"834824";"-";"Eschweilera";"Indet."
"834980";"-";"Anacardium";"Indet."
"835320";"-";"Coussarea";"Indet."
"835652";"-";"Ocotea";"cinerea"
"835727";"-";"Licaria";"Indet."
"835785";"-";"Myrcia";"Indet."
"836218";"-";"Marcgravia";"Indet."
"836246";"-";"Couratari";"calycina"
"836366";"-";"Sarcaulus";"Indet."
"836551";"-";"Tovomita";"macrophylla"
"836603";"-";"Tapura";"amazonica"
"836621";"-";"Sloanea";"sp.1"
"836711";"-";"Aspidosperma";"excelsum"
"836781";"-";"Tovomita";"sp.2CAY-ATDN"
"836791";"-";"Lecythis";"corrugata"
"836858";"-";"Myrcia";"decorticans"
"836879";"-";"Licaria";"chrysophylla"
"836882";"-";"Eugenia";"patrisii"
"836887";"-";"Lecythis";"chartacea"
"836922";"-";"Tovomita";"sp.11CAY-ATDN"
"837059";"-";"Pouteria";"ambelaniifolia"
"837192";"-";"Tapirira";"guianensis"
"837429";"-";"Tovomita";"sp.B1"
"837433";"-";"Ormosia";"stipularis"
"837590";"-";"Tovomita";"brevistaminea"
"837617";"-";"Elaeoluma";"nuda"
"837706";"-";"Indet.";"sp.B7"
"837720";"-";"Indet.";"sp.30CAY-ATDN"
"837730";"-";"Tetragastris";"panamensis"
"837830";"-";"Tovomita";"obovata"
"837872";"-";"Lonchocarpus";"Indet."
"837877";"-";"Micropholis";"guyanensis"
"838059";"-";"Diospyros";"capreifolia"
"838087";"-";"Inga";"acreana"
"838489";"-";"Licania";"alba"
"838512";"-";"Talisia";"praealta"
"838624";"-";"Inga";"pezizifera"
"838654";"-";"Trymatococcus";"amazonicus"
"838674";"-";"Paullinia";"Indet."
"838729";"-";"Inga";"longipedunculata"
"838925";"-";"Indet.";"sp.B1"
"838956";"-";"Buchenavia";"tetraphylla"
"838970";"-";"Eugenia";"pseudopsidium"
"839032";"-";"Ocotea";"argyrophylla"
"839141";"-";"Inga";"sarmentosa"
"839153";"-";"Licania";"heteromorpha"
"839168";"-";"Buchenavia";"grandis"
"839198";"-";"Pourouma";"villosa"
"839247";"-";"Pouteria";"guianensis"
"839309";"-";"Pouteria";"hispida"
"839639";"-";"Caryocar";"microcarpum"
"839688";"-";"Mimosa";"guilandinae"
"839977";"-";"Hirtella";"Indet."
"840387";"-";"Isertia";"coccinea"
"840684";"-";"Caraipa";"densifolia"
"841224";"-";"Doliocarpus";"Indet."
"841510";"-";"Euterpe";"oleracea"
"841615";"-";"Chrysophyllum";"sp.4"
"842837";"-";"Swartzia";"grandifolia"
"843104";"-";"Byrsonima";"aerugo"
"843163";"-";"Swartzia";"Indet."
"843258";"-";"Indet.";"sp.P1"
"843302";"-";"Gustavia";"Indet."
"843423";"-";"Eugenia";"cucullata"
"843802";"-";"Cordia";"goeldiana"
"844157";"-";"Sloanea";"latifolia"
"844210";"-";"Catostemma";"Indet."
"844562";"-";"Coussarea";"granvillei"
"845230";"-";"Naucleopsis";"Indet."
"845597";"-";"Naucleopsis";"glabra"
"846226";"-";"Casearia";"combaymensis"
"846463";"-";"Annona";"Indet."
"846551";"-";"Sloanea";"sinemariensis"
"846833";"-";"Licaria";"debilis"
"847073";"-";"Ecclinusa";"guianensis"
"847176";"-";"Garcinia";"Indet."
"848062";"-";"Trichilia";"cipo"
"833055";"aganiamai";"Cupania";"hirsuta"
"842450";"balata franc";"Manilkara";"huberi"
"836531";"boliken koko";"Couepia";"magnoliifolia"
"834181";"comou";"Poraqueiba";"guianensis"
"833447";"dodomisinga";"Parkia";"gigantocarpa"
"838575";"gonfolo rose";"Qualea";"sp.1CAY-ATDN"
"828789";"inkasa";"Vatairea";"erythrocarpa"
"846301";"kasaba udu";"Antonia";"ovata"
"845014";"lebi koko";"Licania";"latifolia"
"834712";"Liane";"Indet.";"Indet."
"830629";"maho noir";"Eschweilera";"parviflora"
"834445";"mamadosu";"Duroia";"genipoides"
"827724";"matawai gedu";"Guarea";"carinata"
"828037";"matawai gedu";"Guarea";"kunthiana"
"841905";"matawai gedu";"Guarea";"glabra"
"836636";"meli";"Lecythis";"corrugata"
"837214";"meli";"Couratari";"multiflora"
"827477";"palmier";"Astrocaryum";"sciophilum"
"836239";"weti paya";"Brosimum";"acutifolium"
"1286090";"-";"Sloanea";"brevipes"
"1286072";"bakuman";"Pouteria";"cayennensis"
"26196";"-";"Licania";"canescens"
"26252";"-";"Xylopia";"frutescens"
"101447";"kukuniefu";"Coussarea";"machadoana"
"242636";"adugue";"Pouteria";"fimbriata"
"242620";"lebi koko";"Lecythis";"persistens"
"341331";"-";"Chrysophyllum";"argenteum"
"341367";"-";"Lacistema";"polystachyum"
"383224";"-";"Inga";"capitata"
"383137";"Hevea";"Poecilanthe";"hostmannii"
"383184";"tatu udu";"Diospyros";"capreifolia"
"341459";"weti pedieku";"Tapirira";"Indet."
"404096";"-";"Chrysophyllum";"cuneifolium"
"441499";"Eperua grandiflora";"Indet.";"Indet."
"481088";"-";"Eschweilera";"sagotiana"
"518391";"-";"Mabea";"piriri"
"537807";"-";"Licania";"membranacea"
"537829";"koko";"Licania";"robusta"
"554392";"koko";"Eschweilera";"decolorans"
"554420";"maho rouge";"Eschweilera";"parviflora"
"790094";"-";"Lueheopsis";"rugosa"
"775991";"mesupu";"Miconia";"hypoleuca"
"970774";"-";"Ormosia";"coutinhoi"
"990125";"-";"Thyrsodium";"puberulum"
"1012982";"ampuku weko";"Inga";"cayennensis"
